index,sentence1,sentence2,label
553,They broadcast an announcement but a subway came into the station and I couldn't hear it.,I couldn't hear the announcement.,1
554, looked down at the children's faces so puzzled and sad now. It was bad enough that they had to be denied so many things because he couldn't afford them.,It was bad enough that the children had to be denied so many things because he couldn't afford them.,1
555,We went to the lake because a shark had been seen at the ocean beach so it was a safer place to swim.,The ocean beach was a safer place to swim.,0
556, was upset with Tom because the toaster he had sold him didn't work.,The toaster  had sold him didn't work.,1
557,My meeting started at 4:00 and I needed to catch the train at 4:30 so there wasn't much time. Luckily it was delayed so it worked out.,The train was delayed so it worked out.,1
558,There is a gap in the wall. You can see the garden through it.,You can see the garden through the gap.,1
559, who had not told the government official that he was less than 21 when he filed for a homestead claim did not consider that he had done anything dishonest. Still anyone who knew that he was 19 years old could take his claim away from him., who had not told the government official that he was less than 21 when he filed for a homestead claim did not consider that  had done anything dishonest.,1
560, was happy to trade me her sweater for my jacket. She thinks it looks great on her.,The jacket looks great on her.,1
561, is holding captive a scientist Dr.  who has invented a device that turns animals invisible;  plans to use it on Geoffrey and send him to steal nuclear material from an army vault., plans to use it on  and send Dr.  to steal nuclear material from an army vault.,0
562, watched TV while George went out to buy groceries. After an hour he got up., got up.,1
563,I put the heavy book on the table and it broke.,The table broke.,1
564,We had hoped to place copies of our newsletter on all the chairs in the auditorium but there were simply too many of them.,There were simply too many chairs.,1
565,'s drawing was hung just above Tina's and it did look much better with another one above it.,'s drawing did look much better with another one above it.,1
566,'s mother had died long ago and her education had been managed by an excellent woman as governess.,'s education had been managed by an excellent woman as governess.,1
567, hired Bill to take care of him., hired  to take care of .,1
568, ordered Bill to leave so an hour later he left., left.,1
569, knows all about Ann's personal problems because she is indiscreet., is indiscreet.,1
570,Archaeologists have concluded that humans lived in Laputa 20000 years ago. They hunted for evidence on the river banks.,Prehistoric humans hunted for evidence on the river banks.,0
571,The signs over the shops' doors had pictures that indicated what work was done inside. Although more and more people were learning how to read each artisan still had signs not wishing to lose a possible patron merely because he happened to be illiterate.,Each artisan still had signs not wishing to lose a possible patron merely because the artisan happened to be illiterate.,0
572,The storekeepers stayed in town to run their stores and lived in the rooms behind them.,The storekeepers stayed in town to run their stores and lived in the rooms behind the rooms.,0
573, knocked on Susan's door but there was no answer. She was disappointed., was disappointed.,1
574, knocked on Susan's door but there was no answer. She was disappointed., was disappointed.,0
575, who had not told the government official that he was less than 21 when he filed for a homestead claim did not consider that he had done anything dishonest. Still anyone who knew that he was 19 years old could take his claim away from him., who had not told the government official that he was less than 21 when he filed for a homestead claim did not consider that the government official had done anything dishonest.,0
576,The sculpture rolled off the shelf because it wasn't anchored.,The shelf wasn't anchored.,0
577,The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They appeared two years ago.,The fish appeared two years ago.,1
578, was dusting the living room and trying to find the button that Mama had hidden. No time today to look at old pictures in her favorite photo album. Today she had to hunt for a button so she put the album on a chair without even opening it.,She put the album on a chair without even opening the button.,0
579,The police arrested all of the gang members. They were trying to run the drug trade in the neighborhood.,The gang members were trying to run the drug trade in the neighborhood.,1
580,I can't cut that tree down with that axe; it is too small.,The tree is too small.,0
581,The sun was covered by a thick cloud all morning but luckily by the time the picnic started it was gone.,The cloud was gone.,1
582,The path to the lake was blocked so we couldn't reach it.,We couldn't reach the path.,0
583, and Alice had very warm down coats but they were not enough for the cold in Alaska., and Alice were not enough for the cold in Alaska.,0
584, visited Cooper's grave in 1765. At that date he had been travelling for five years., had been travelling for five years.,1
585,The man lifted the boy onto his bunk bed.,The man lifted the boy onto the man's bunk bed.,0
586, took the rear seat while Bill claimed the front because his "Dibs!" was slow., took the rear seat while  claimed the front because 's "Dibs!" was slow.,1
587,The woman held the girl against her will.,The woman held the girl against the girl's will.,1
588,I couldn't find a spoon so I tried using a pen to stir my coffee. But that turned out to be a bad idea because it got full of coffee.,The pen got full of coffee.,1
589,This book introduced  to Goethe; it was a major influence on his writing.,It was a major influence on 's writing.,0
590,As  carried Tommy up the long winding steps his legs ached.,'s legs ached.,1
591,Dr.  informed Kate that she had retired and presented several options for future treatment.,Dr.  had retired and presented several options for future treatment.,1
592,I poured water from the bottle into the cup until it was full.,The bottle was full.,0
593,My meeting started at 4:00 and I needed to catch the train at 4:30 so there wasn't much time. Luckily it was short so it worked out.,The train was short so it worked out.,0
594, tried to paint a picture of shepherds with sheep but they ended up looking more like dogs.,The shepherds ended up looking more like dogs.,0
595, tried frantically to stop her daughter from barking at the party leaving us to wonder why she was behaving so strangely.,Alice was behaving so strangely.,0
596,'s mother had died long ago and her place had been taken by an excellent woman as governess.,'s place had been taken by an excellent woman as governess.,0
597, took out her flute and played one of her favorite pieces. She has had it since she was a child.,She has had the piece since she was a child.,0
598, threw his schoolbag down to Ray after he reached the top of the stairs., reached the top of the stairs.,1
599, was close to Mr. Singer's heels. He heard him calling for the captain promising him in the jargon everyone talked that night that not one thing should be damaged on the ship except only the ammunition but the captain and all his crew had best stay in the cabin until the work was over.,The captain and all Mr. 's crew had best stay in the cabin until the work was over.,0
600,The actress used to be named Terpsichore but she changed it to Tina a few years ago because she figured it was easier to pronounce.,Terpsichore was easier to pronounce.,0
601, is the only man still alive who remembers my great-grandfather. He was a remarkable man., was a remarkable man.,0
602, paid the detective after he received the final report on the case.,The detective received the final report on the case.,0
603, did a lot worse than her good friend Lucy on the test because she had studied so hard., had studied so hard.,1
604,Every day after dinner Mr.  took a long nap. Mark would let him sleep for an hour then wake him up scold him and get him to work. He needed to get him to finish his work because his work was beautiful.,'s work was beautiful.,0
605, tried to call George on the phone but he wasn't available., wasn't available.,0
606, spoke to Donna breaking her silence., spoke to  breaking 's silence.,0
607,The Dakota prairie lay so warm and bright under the shining sun that it did not seem possible that it had ever been swept by the winds and snows of that hard winter.,It did not seem possible that the sun had ever been swept by the winds and snows of that hard winter.,0
608,The older students were bullying the younger ones so we punished them.,We punished the younger students.,0
609,Many people start to read 's books and can't put them down. They are popular because  writes so well.,People are popular because  writes so well.,0
610, was upset with Tom because the toaster he had bought from him didn't work.,The toaster  had bought from him didn't work.,0
611,There is a pillar between me and the stage and I can't see it.,I can't see around the pillar.,0
612, asked Mary what time the library closes but she had forgotten.,Ann had forgotten.,0
613, hired himself out to Bill to take care of him., hired himself out to  to take care of .,1
614,Then Dad figured out how much the man owed the store; to that he added the man's board-bill at the cook-shanty. He subtracted that amount from the man's wages and made out his check,Dad subtracted that amount from the man's wages.,1
615,The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago.,The scientists began two years ago.,1
616,'s mother had died long ago and her education had been managed by an excellent woman as governess.,'s mother's education had been managed by an excellent woman as governess.,0
617, explained his theory to Mark but he couldn't understand him.,Mark couldn't understand him.,1
618,I sat there feeling rather like a chappie I'd once read about in a book who murdered another cove and hid the body under the dining-room table and then had to be the life and soul of a dinner party with it there all the time.,He had to be the life and soul of a dinner party with the life and soul there all the time.,0
619, comforted Kevin because he was so upset., was so upset.,0
620,It is not easy to space buttonholes exactly the same distance apart and it is very difficult to cut them precisely the right size. The tiniest slip of the scissors will make the hole too large and even one thread uncut will leave it too small.,Even one thread uncut will leave the hole too small.,1
621, hired himself out to Bill to take care of him., hired himself out to  to take care of .,0
622, couldn't see the stage with Billy in front of him because he is so tall., is so tall.,1
623,Patting her back the woman smiled at the girl.,Patting the girl's back the woman smiled at the girl.,1
624,I used an old rag to clean the knife and then I put it in the trash.,I put the knife in the trash.,0
625,Since it was raining I carried the newspaper in my backpack to keep it dry.,I carried the newspaper in my backpack to keep the backpack dry.,0
626,The sculpture rolled off the shelf because it wasn't level.,The shelf wasn't level.,1
627, fired her trainer because she couldn't stand her boyfriend., couldn't stand her boyfriend.,1
628,By rolling over in her upper berth Tatyana could look over the edge of it and see her mother plainly. How very small and straight and rigid she lay in the bunk below! Her eyes were closed but Tatyana doubted if she slept.,Tatyana doubted if Tatyana slept.,0
629, and  are passionately in love but 's parents are unhappy about it because they are fifteen., and Amy are fifteen.,1
630,When  dropped his ice cream  giggled so father gave him a sympathetic look.,Father gave  a sympathetic look.,0
631, told  many lies about himself which  included in his book. He should have been more skeptical., should have been more skeptical.,1
632, said "Check" to Ralph as he took his bishop., said "Check" to  as he took 's bishop.,0
633,'s mother had died long ago and her place had been taken by an excellent woman as governess.,'s mother's place had been taken by an excellent woman as governess.,1
634,Although they ran at about the same speed  beat Sally because she had such a bad start., had such a bad start.,1
